Comment,Sentiment
@yelisabetdn ws rene liss?,buruk
@hari.iedul.fitriyanto,baik
Duhhh jadi ngilerrrr 🫠,buruk
Iya betul mbaki aku udh kesana 😊,baik
@nhafifah773 cedak omah,buruk
"rekomen poll, mas nya jg ganteng2😁😁😁😁",buruk
Itu mbaki bkn soba 😭,buruk
@dwi.rahmanto yuk,baik
Pernah ke sukoharjo tow,baik
Fav 😂😍 @lovelyalvi26 mau nyoba?,baik
Tiwas adoh2...@aliefrizkyshu lha kok......😢,buruk
brpa kav,baik
Adooh meen tak pikir mung kono kui,baik
Mampir dwonggg 😢,buruk
Ayo mrono,baik
Yah @bsetiaji181 cedak omah,buruk
@farhatabdat__ gas?,buruk
@_hanastyy gass,buruk
@reza_qamarullah enak keknya pah,buruk
suka kak,baik
"menu nya sama kayak yg di tasikmadu,makan sayur gak perlu jauh2 lagi 😍 tp mslhe ngajak sopo 😢",baik
@kharismatyaswe kowe ra nyobo jajan kene ?? Hlooo cedak omah nduk w3s mbok testing rung ki,buruk
@trsnaida mending rene wkwk,buruk
@aswuri_taj jum kuyyy,buruk
@fatik.rmdhn yuks,buruk
@jennairasafiya @_melatirisheni_12,baik
@daprynm mana nih?,buruk
❤️❤️ td siang baru dr sana. Enak smua.... @widyoagung sukses trs gul (owner),baik
@anisa_frm penisirin,buruk
@jieratallah,buruk
Bunddd 🥺 @kartikachand_,buruk
@dillaays,buruk
@joezifar,buruk
@minarsih_ndutmua pengen,buruk
Kesini yuk ay @_iguntara5,baik
Enak Ki @syamsihartati,baik
@ellentha_putri ketoke enak sis 😍,baik
@mmuthiahfc,buruk
Cdahe mbh kudu mas @irul2491,baik
Bisa yok @priswariwina,buruk
@iinpernada keknya menarik😂,baik
@intanseptianana,buruk
@mu_thik @mrtha.ndr,buruk
@erlindaristi,buruk
@tika_rohmawati sido rene ora? Wkw,buruk
@naseruuul @indahkusumawardanii @diayu.sr,baik
😍,baik
Mau cem ni gak @kos.griyakalibogor 😂,buruk
Harus kesini nih😍,baik
@magdalenanetty,buruk
@zsazsa_bonavita @fitrijulyo @widyaabb 🔥,baik
yank @achekneggro,buruk
❤️,baik
Mantap👍,baik
@vera_ernawaty & @olinorlinda ayo gassss,baik
Catet pi @evviarum,baik
The best banget....rasanya enak harga murah😍😍😍,baik
@rahajengdevitaa,buruk
@hey_ndah,baik
@lastorina_orin,buruk
@eric.indrap,buruk
@mrs.happyhap pgn tp adoh,buruk
"Pernah, dan menyenangkan 🤩👍",baik
@fathoni.hafidz,buruk
@adella.novitas kuyyy,buruk
Keluyuran malam ini bestieeee @turianggraini @rien_justrien @a.k.u.novita @rienadewii,buruk
@rennytesna @dyarwahyu ayo kapan?😍,buruk
gas le @yanutimur @shofiesholikhah cedek omah e @septian.erwin,buruk
@agriztadheka,buruk
mimin sukaaa,baik
@bolraskej,buruk
@luvleyfa_128,buruk
Saladnya mantaab.. uakeeeh porsinya,baik
Vegetarian cocok iki😍 #vegan #vegetarian,baik
Gas,baik
@arifiantoanand cedak ro Dewe Ki....Gass meeting Ning kene,buruk
Ki daerah cerak soba beb,baik
doyan rak @ariwijayanti92 ngndi ki,buruk
Enak tenan ...mantebs salad dllnya .nggone koncoku ..pulang kon metik kangkung daun slada hidroponik,baik
@fitrinurhani yuhhh😂,buruk
@paixzaa,baik
@intan____d,buruk
@ekkyulia 🔥,baik
@naymaarifha,buruk
@aswuri_taj,buruk
@lusia_richlawynda @marryatty7470 ayo cuzz rene mb,baik
Ayo bareng 2x ke sana temen2x solo,baik
Bukanya mulai jam brp,buruk
@mellysabcde yook,buruk
Lg usum klithih,baik
Perlu dicoba pa @eko3anto1984,baik
@putrikusumas 😋,buruk
@nfajriya gasss 😁,buruk
Spill harga min 😁,buruk
@tabithajesssie @inesalexandriaa nyamnyam,baik
@mey8835,buruk
@yanti4042 mh 😁,buruk
Besok kesana ahhh deket,baik
Yuk pencinta sayur merapat @intansalsa.bi @dindaleoo 😂😂,baik
@pitaruth_,buruk
Kayaknya enk kae de' @arini.rinnn,baik
Sayurnya seger bangett❤️,baik
@serlyara doyan ra kwe,baik
@diyahayu91 senenganmuu yohh cerak nanqq,baik
@donjuanwidagdo,buruk
@gnuqsamaapy adoh ko nggon mu?,buruk
cedak rumahq,buruk
boleh di coba nii @__n.anisa @wiwien_233,baik
Gara2 diajak anakku makan salad sayur disini nih aku jadi doyan makan salad sayur😂😂😂dan pulangnya dibawain sayur an kangkung organik sekresek😍😍,baik
@mocalatte99,buruk
@ni.onni gak pengen kak?😍,buruk
Ayo bestie @natalie_mrs.leo,buruk
Mau mudik cobain ini terus balik jkt lagi @aurreliia wkwkwkwk,buruk
@chesariachesa ngendiii kiii,buruk
Gassndaa bunaa @cacawashere,baik
@fdr_hersatmaja,buruk
Ini ownernya ruamaah puol. Gak pelit ilmu soal taneman2 juga.,baik
Rela.bgt bikin candu,baik
@ariningsih_dewi @cici.solo.1 🤤,baik
Mba @hyelenbuya99,buruk
@na_fiah @tripuu_ Rene ngono pie,baik
Cobain ini @nabilapputriii,buruk
Alamat mana,baik
Ngendi iki mol @renyyuly,baik
Sini yookk @ariii.kurnia,buruk
@ran44_dd @trianmalianaa @bundadistaalvaro agendakan,buruk
Sayang ga buka siang hari😢,buruk
Enak sii pren serius @ariana07022 @latifahrmdni 😍,baik
@aditya.surya.p,baik
@ambangcw,buruk
Duuhhh pengenn....,buruk
@nugrohowidoyoko,buruk
gass kesana gratis foto sm yg masak😁,baik
@eleanaputriiii,buruk
@mercurymee,buruk
"Lagii dan lagii Adidas sale 70% beb, gasskeunn💃🏻",baik
@bianbears @fahrulprayitno_ @puputanggun99_ @gavin.saputra @yeriaardina_ deket banget,baik
Pengen Iki @bangkitpriyo_utomo,baik
Yg punya LG ada panenan apa Iki min?soale neg pas jambune berbuah sek beli pada dikasih..matoa Yo enek..kapan kae Aq malah dibawai pulang panenan kangkung hidroponik 😍,buruk
"Nagihi,salad nya memang andalan ,tapi menu yg lain ga kalah mantap 👌",baik
Wah ketok enak mantab,baik
Badalaaah....nilapke😢,buruk
Terima kasih sudah makan malam di sebelas rasa ya kak..,baik
besok plg solo hrs kesni pap @indra.wahyudi77,baik
Loh lohh harus e ketemu kita yaa😂,baik
@yusupridya,buruk
salad nya seger bgt,baik
jujurr pencinta salad wajib cobain inii,baik
mantep bangett tempatnya,baik
GOKILLLL,buruk
saladnyaa 10/10,baik
tempatnya buat kumpul bareng keluarga rekomend banget si🤙,baik
jadi pengen kesini lagi deh🥲,baik
paling suka salad nya 😭,baik
Baki nya sebelah mana kak?,baik
Mantap kak👍,baik
@intanmaharani05_ sama aku diriku seger mana,buruk
Duh enak kui salad mas,buruk
👏👏👏,baik
Seger saladnya😍,baik
Bolehhh yukkkk,baik
masuk list😍,baik
@uyabs0,buruk
@temporary.nisaa udah belum ?,buruk
T4 pasny d mna kak,buruk
@flowwdy_ @ayunosa27 Alip EpEp Seleb 👏,buruk
Sukoharjo anjir udu solo😭,buruk
Minat ra john salad sayur favorite mu hlo 😆 @silviaseptyaningsih cdak nggonmu sisan mbakii,baik
@seillanurrr,buruk
@rrrir.iss,buruk
Dadi pengen runu,baik
Kesukaanku salad kebab endull,baik
@revatniaa_,buruk
@lutfiaanjar @nvsarz,baik
@indririezma gass?,buruk
@putri_s_handa,buruk
@santinovita__,buruk
@endahlusiawati_ pol iki ngdi to?,buruk
Ayo ksini @ambangcw @senjaning7869,baik
@dessy.nh,buruk
Mulai buka jam brapa?,buruk
Pas ya Dmn njih,baik
Baki????? Lahhhh gimana aku gak tahu ada tempat makan sehat ini? Deket rumah padahal,buruk
@oktavianissukma_ kak cucok buatmu,baik
@ling2_lieanti cobain dong kak💚,buruk
@ttaa.maaa,buruk
"pas neng seruni, kayane seru di gofood @andi_hermawan_89 @silvia_kusumaningrum89",baik
Salam dr solo.. deket rumah aku itu 😍,baik
@erittananda,buruk
Sini yukkk @andi_jaff,baik
"Di Solo??? Solo Sama Sukoharjo beda bosss, Solo itu Kota, Sukoharjo Kabupaten.",buruk
@inamarlianas,buruk
@lisnawatiprimaningsih,buruk
@anindah01 ✨,buruk
Dmn nihhh,baik
Gass bos @theodoric.setiawan,buruk
@apriliabudi29,buruk
@led.dyaa,buruk
Baki kab Sukoharjo...mo kearah Daleman,baik
Hydroponics itu organic ya ?😂,baik
Badabest ini saladnya.... Menunya baanyak & tempatnya nyaman. Pokoke wajib disatronin👌🏻👌🏻👌🏻 #bisa belajar berkebun juga sama ownernya🤗,baik
@welakuncoro,buruk
"Minta tolong spill harganya maszzzeeehhh, biar bisa menyesuaikan sangune hehe",baik
@anggiiirahma,buruk
@febrianto2807 yaaaangggggggggg,buruk
Kemeruh,buruk
Hm kapan kesitu y,buruk
@akuputmel,buruk
@reen_hast Ngndi ikii,buruk
@bonarganesza,baik
"Baki min,,, Dudu solo😂",buruk
Gass,baik
Gasss @hendriagung96,buruk
@firnanda.ap.10 kesukaan mu nihh,baik
@diah_lstyaa,buruk
@idhfl_,buruk
@austina.as_ nyobo cik,baik
@dsyyptri,buruk
"Pernah kesini, dibonusin ownernya suruh ambil kangkung sepuasnya 😂",buruk
Mantul saladnya plus minumanny lingzi,baik
@rayiekapramesthi @imaskd @a.agrilia gassssss 💨💨,buruk
@f3riintan @noviaarnik @pipit8725 @mbambretcuelek @nauralatisya piyeee kiihh,buruk
@nathan.soc @ell.syaifr kyke enk,baik
Joss.. kapan2 di coba,baik
@nurullnugraheny @rya_ulala ngendi kih,buruk
Nyoba mbk @asyfadianna29 😅,buruk
@ambar_orange @najwa_vivi @kusumastuti_putri yuh ndene,buruk
"@sebelasrasa Mantappp🔥, ngko pas mudik isohlah mampir salam soko warga RT 02 RW 04...",buruk
@rivqi_pemuda_senja,baik
enak mas aku tau rono Karo ponakanku,baik
@caca_ctrwinengkuhikma,buruk
"Mantap👏, harus diagendakan kalau yang sehat²seperti ini.",buruk
@mlna.fjr.a,baik
@walid_basith 🤤,baik
Ayo pecinta salad kita makan kesini @pabrianalarasati @kiranasekha,baik
LOKASI DIMANA MIN,baik
@divnah_ adoh tp ya,buruk
@nathafebri boleh juga ni,baik
@benangsulam___,buruk
@naaylaayu,buruk
Lokasi tepat nya dmn ya?,baik
@hannaanitaa @heny_indrawaty,baik
Sorry organik sama hidroponik itu beda ya.,buruk
Salad hidroponik lebih tepatnya 😁,baik
Ayo nyobain @dhimasyogantara89,baik
Bakinya sblh mana.. Rmhku jg baki tp ga tau,buruk
"@flashpackertrip ini,mbaa",buruk
Mantap banget rasanya👍👍,baik
@apriaikka kuyyy,buruk
@risaa_nr,buruk
udah pernah kesini sir? @iankrishnanda,baik
@in_zun.a ayoo jajan inii.. Kali² jajan yang sehat²,baik
"Tempatnya ngumpet, tapi homey. Ga berasa lagi makan di resto, kek makan sama keluarga di rumah wkwk😂",baik
@eknvi buat sendiri tuhh mudahhh,buruk
@dhmr94 mau salad sinii,baik
@fajarafri_ @innasptr,baik
@aig_mandang 😋,baik
Mbak @noeroeldjariyah ayo kesini😍😍😍,baik
Ayo deket nih @akuikuika @_ranrania,baik
itu sukoharjo,buruk
Ga lagi dah.. nunggu makanannya lama buanget,buruk
@miftahurrohmah.26,buruk
Mengharumkan nama baki,buruk
Lambungku perih rasanya kecuuutttt 😮,buruk
👏Es duren memang joss...,buruk
@linawulandari14,buruk
@arumwidaswara baki okhmen menu anyar 😅,baik
Enak bgt pen coba 🤤,baik
@_octaviarhmaa hayukk cobain kuy,baik
@resayresyong,buruk
Ini di baki daerah saya min..👏👏👏..ndelik tp ngga ngecewain kan min..?😍,baik
Iki ngendi panggone mas ? 😁 @anang8874,buruk
@aisss02_,buruk
@adrianshdunkcex 😍,buruk
La omah q baki tapi aq ga ruh i,baik
@ayyudya_ kesukaan mu yu,buruk
@rojesaaa tau rene?,buruk
Dirimu gawe ngene po ra josd mbak.. @devi_rosita_isnien_,buruk
@apriliasaputrii_04,buruk
hidroponik kok organik #heran.,baik
Langganan mu... @merry_nugrho,baik
@tta.zip Ki gon kudu kae lho,baik
Dimana letaknya? Buka jam brp?,baik
Pingin ke sini😍,baik
Baki sukoharjo,baik
Baru tahu baki tu ternyata masuk solo,buruk
Lokasi pas nya berarti di kudu ya? Sama baldes mananya ya? Saya di kwarasan,buruk
lehh cedak omahku masak rangeti😢,buruk
Recommended bgt👏👏👏udh sering ketemu sm yg punya resto,baik
Rene Yo mi @unun_abriel,baik
@annabiris Glo sayur organic.cocok utk mikel,baik
Baru aja ak kesini recommended sekali mantap,baik
Solonya dimn to,buruk
Info lokai min,baik
@wigatie gas,baik
Bisa QRIS ga ya disini,baik
Nemu pas ra oleh maem 😢 @nurcahyoadetya,buruk
@clarisajelita,baik
@listieshiella pie iki kok koyok e enak banget ya,baik
@ekacitrakarlina,baik
@rtm.4124 knp banyam bgt postingan jajanan di timeline ku😭🙃,buruk
Nama tempatnta apa ya .. maaf ga nemu di reel.. apa terlewat ya ?,buruk
@anz_lippi ayo gasss... Enak kii,baik
@antnvt_,buruk
@nofamegama,buruk
Mbakine ngendi mas,baik
@adeendah_ deket rumah e temenmu,baik
Great place 🔥,baik
@indriani8683 @nuryani.indah yukk gazz😍,baik
Lokasinya dimana kasih alamatnya,baik
❤️,baik
@ahmadmdt13,buruk
Mak @naluria_ika mana ni dr tempet mu,buruk
baki sukoharjo mas bukan solo,baik
cocok @mirzananda_ perlu d coba?,buruk
@vianaputri4 @saphiitaloka_,baik
Mahal,baik
"Sdh pernah nyoba.. Rasanya Pas dilidah.. Ada saran.. Snack camilannya pakai yg kukus/ rebus Doong.. Misal 🥜 Rebus, Edamame kukus dll.. Trimakasih.. Semoga semakin Sukses..",baik
@maya.permata,baik
Mana nih kak @ichaarrrrgg,buruk
@tiyastiuss boleh dicoba deh nanti☺️,baik
Dimana cepet bgt baki sebelah mana,baik
Kok koyo mas al tah? @abcdhunu,buruk
@dhesya.desheniz,buruk
@kusdinarm bikin cafe hidroponik di holis,baik
@zustiya yookkk gasss,buruk
@deswitasolo pingin,baik
@x_lhyla hidup sehat la.. gas ra?,buruk
Enak ta,baik
@adinda_sitri_siswanti_sutrimo bisa dicoba nih yg sehat2..,baik
"salad nya yg bikin menggiur ini, cakep juga warna nya",baik
@ntsyaau_,buruk
@d1473nk 👍🏻,buruk
cikkkkkkkkk @oyiieent,baik
nyoba Iki 🤤 @wulan.eko.35,baik
@galihiw,buruk
"gaezz @eliz.varo @anggitafilans mosok enek ngeneki neng baki,,suk gaazz yoh",baik
@sebelasrasa ini buka sore ya?apa siang juga?,buruk
Dari rumah cuman 7 menit wkwkw,baik
Cedak kost ku ternyata😮lg ngerti,buruk
@aninshaka ayo nin pengen😭,buruk
Mantap ini,baik
@paivi.jpg @blauerosesa,baik
"Kudu, Baki, Sukoharjo. Bukan Solo Min 🙏🏻",baik
@tiwikiana Deketmu lho san,buruk
❤️,baik
@prasetyantii juuu kayake enak juuu,baik
@veeiswanti23,buruk
Pgn tp kok ndadak tekan omahmu @elyanrb,buruk
❤️,baik
"Salad dressing ga enek, dan yg ga suka mayonaise Bisa ganti minyak wijen, dan Saladnya fresh keseluruhan rasa enak, tempatnya adem kayak dirumah sendiri. 👍👍",baik
Maap ya kak yaa… hidroponik bukan organik yaa🙏😅,buruk
"Sedikit ralat,...itu tempatnya masih di Sukoharjo bang,bukan solo",buruk
@kartikaputri_w cdak kontrakan mu nuk,buruk
@nfetiachandra @calvintegarnur,baik
@lfffff___ kowe ra nduwe cita² njajakne aku neng kene to?,buruk
Kie cedhak omahku tp ko mlh reti saka kene 🤭,buruk
Sukoharjo ini mah,buruk
Gassskennnn,baik
Deket rumahku ternyata😭😭,buruk
Menu sehat patut dicoba,baik
Ini masuk solo ya 😁,baik
Hidroponik itu Bukan Organik mase 🥲,buruk
@linda.emii sesuk jajal ki wae cocok ki,baik
@bim_.tama tau? Infokan,buruk
@nnlaarw bakii ayo,baik
eh kakelku sma bukan si?,buruk
Hidroponik blm tentu organik 😂,baik
"Njir solo, sukoharjo itu mah",baik
@aisyahtyas_,buruk
@ayusekarinii cocok ndk?,buruk
@arrindab_,buruk
@maeladewii_,buruk
@im.virra,baik
@fransiskaode,baik
"@retno.sophie ayooo cuss , cedak omah daleman",buruk
Monggo mampir ten @sotojimboeng min.,baik
@syifa.hdyt,baik
Iya daerah baki . Ayo to kapan . Sabtu aq g bs .mbak ipar q plg solo soale . Bs q minggu siang . Tp g bs nyetir smpe sana🥹,baik
@ummsyr_ sesuk nak gak lali budallll,buruk
@kekeniken,buruk
@dahliakumala_ gassss yukkks welll,baik
@d_a_putri nduk ayo kesini,baik
bekas pabrik herbal,baik
@arnyfirma,buruk
@__gamautau,buruk
Hidroponik kan kimia,buruk
"Sak RT Karo aku 😬, @sebelasrasa",buruk
Yank kesini @_itsmee.v,buruk
@abinya.shafiyyah,buruk
@alfatoni03,buruk
@nabileee @sar_broww @_on__my__own ayo budal,buruk
"Mana si, deket rumah bgt? @ahmad_tri.w",buruk
Cedak ikih.. 😁😁😁,buruk
@afisalsa,buruk
@espresoda @baharrudy_soepomo,baik
@nwbintari_ 😍😍,buruk
@deviwulandari732 ayooo🔥,buruk
Eunak dan mantab,baik
"Pernah kesini, kebetulan ga jauh dari rumah, seperti pulang kerumah saudara trs diajak makan, nyaman banget 🤗",baik
@hey_mul ayo renee,baik
@natalia_soehodo,baik
"Sukoharjo yaaa,bukan solo😅",baik
"Emang recommended, apa lagi minumannya juaraa",baik
😍,baik
@sopiga.mamiyuni a anterin,baik
@agtinfay09 @muftihaidar,buruk
Enak salad nya benar2 segar sayurnya. Aku udah kesana,baik
@amelhdyh,buruk
@yuliasusiwidyasari temenin,buruk
@uutcholid waaah,buruk
Masuk gofood ga?,baik
@adiputra.fix agendakan yaa,buruk
ayooooo @azzizah_n,baik
Ancer2 lokasinya dunk...,buruk
Hidroponik bukan organik ygy😊,buruk
"Terimakasih infonya saya pencinta salad ,kalau ke solo nanti sy bisa kesana 👏👏",baik
Aku suka sayuran @gitaasaa___,baik
Namanya apa ya,baik
❤️,baik
@dyta_cutekyu,baik
@erlindaristi,buruk
@si_ais_gendut,buruk
Kudu baki bukan solo tp Sukoharjo,baik
@etigsn,buruk
Kenapa jauh 😢,buruk
@krisera_sari_haryadi,buruk
@noviiatk pengin nih,buruk
@dimas_wihand,buruk
"BKN DI SOLO DONG BRATI, ITU MSUK NY SUKOHARJO,,DI RALAT LHO SUARA NYA YA MIN @kulinersolojogja.id",baik
"hidroponik bukan organik. tapi gapapa lebih baik makan sayur anorganik tapi sebelumnya harus di cuci dulu, bisa pake garam, cuka apel, jeruk nipis, dll.untuk mengurangi kadar zat kimia dalam sayuran. daripada gak makan sayuran sama sekali.",baik
@bawaygy ayok kesni,buruk
Sayur organik kok seladanya pakai hidroponik? ...hahaha..... bijimane nih min?,buruk
@a_rintintin,buruk
@chykavanessa,buruk
sok Minggu po,baik
@musstava_arrief,buruk
"@htt_hartati ky e seru ya yunda, cuman kok jauhhhhhh",baik
Gasss @ika.dewi.s,buruk
@ipunk_nc,buruk
Solo tdk ada,baik
Bukan solo kalau baki bro baki itu masuk Sukoharjo Yo bro,baik
Ntar gini @zinniaorganicfarm,baik
@r.u.n.n.y @_r__i_sm_ @aysintaku @aidaptrs_ @_ikaharyani,baik
Kancaku wes kesana B aja,buruk
@ummu_hamiz24 mii,baik
@mahe_muntoha ajaklah aku kesini yaah 😁😁,baik
@trisoes10 soloooo neh 😆,buruk
@rinintacitraayusari,buruk
Sy n tmn² sering order saladnya. Seladanya beda lbh enak freshhh. Yukkk cobain,baik
@neitsmeag salad sayur nih,baik
Di Solo 😂,baik
@sarysasa,buruk
@mutiarda_ @awnabb,buruk
@sitoresmi_ baki poenya,baik
@na.niyaaa_,buruk
Nama warung n alamat detail dong pengen nyoba,baik
@ramncp91,buruk
@anitamurdiani,buruk
@gabriellaecp @listyaraksp @mey_melisaa ayo gas sobat jajanku,baik
Suk goleki iki ma @prasetia.rini,baik
@stefanusgangsar di Bakii,buruk
the real hidden gem TT,baik
@husein_muryanto,buruk
@andreandry53,buruk
Lokasi@,baik
Lokasi mana,baik
Baki Sukoharjo kah? Pingin coba. @syhra_1511 @ana_moti,baik
@rininsr kesukaan mu tohh,baik
Tempatnya namanya apa ?,baik
@dhindaninda ajakiiin doonggg,baik
Baki kan sukoharjo bkn solo,baik
@bakamajime,buruk
@tiaraunkania,buruk
@novan.armn,baik
@myfruits.soc yok,buruk
Ini bukanya cuma sore aja ya min? Pagi siang ga buka berarti ?,buruk
👏,baik
Dilihat saja sudah pasti enak bgt sauce nya. 🙂,baik
Lokasinya pas nya d mna ya,baik
Baki kok solo to mas mas wkwk,baik
@pandutimurb @andialfiansb,buruk
Mbok aku jak Rene Mel.... 😂@putrinurkomalasr,buruk
Tetep tim TFP😢,buruk
Kok pengen yo mas @fourinitisastro,baik
@dennimursidtodenni,buruk
@melsheilaofficial,buruk
@pitaruth_ @giwangkris @icha.frisca,baik
Lah cedak kos @nurmuh11,buruk
@lennykristyono,buruk
Sdh mencoba.....salad nya mantap 👍,baik
@irmarizqia,buruk
@wnalantusa ayo,buruk
@gisellaia sebelas rasa,buruk
@azipujianto,buruk
@mama_dan_rebecca,buruk
@febrianoadeprtm gas,buruk
@_nisjar @tsfjrini,baik
@sikfoodbakery baki ndaa...,baik
@log.nisa0818 @hii_saroyaaa,buruk
InsyaaAllah klo berkunjung ke Solo bisa mampir....demen bgt sm salad🔥🔥🔥❤️,baik
"Plis maap bukannya julid, tp klo hidroponik itu kimia anorganik ya, bukan organik. Jauh bgt",buruk
Baki nya mna tah ini kk,baik
Deket rumahku ini punya pakde parjimo..😬,buruk
Daerah mn itu kak,baik
@nuurul_muallimah,buruk
@destyailikaa,buruk
di mana ini,buruk
@rimaanggunsr,buruk
Nyobain yuk @shokibmuhtarom,baik
Ngendiii iki,buruk
@indahyulisman_ 👏,buruk
Ayo kesini @tita_srianti,baik
@fatimahnugrahaeni,buruk
@d_almer1510 @hrvia_,buruk
@kinaan.hd9,buruk
@kinan,buruk
Lha ini deket rmhmu om @yoema79 @samuel.julianto,buruk
@zhahruldragneel karo omahmu ngendi ne ge? cc @akbar1305_,buruk
Gmap : Sebelas rasa 😍😍🔥🔥deket,baik
"😭hidroponik bukan organik mas,",buruk
@bellatrans_bbm,buruk
ajakin aku kesini makkk @kikikukekok,baik
Kapan2 nyoba pizz @rizqi_cepliz @endrasndut menu sehat kyake,baik
😍😍😍,baik
Kuuy kesini yah @irfanhadiyanto_,baik
@oliveikafia00 @christina_harsanti,baik
Ya tapi mayo nya akeh gitu ga bahaya ta,buruk
"Loh, deket rumah, dimana min tepatnya?",baik
@ardifirmanssyah @tiawulandarii,baik
Namanya apa kak?,baik
Daerah Solo Baru kah ?,baik
@doniemen_04 deket,buruk
Sesuai sama tagline nya Saladnya Jagoan beneran....suasana bener2 homy kayak rumah sendiri..banyak promo juga nih..rekomendasi bgt...solo baru sekitar silakan merapat...,baik
@castielkrisdiyanto @ptryokta gass,buruk
bebeknya 👌,baik
"Udah langganan saladnya emng enak, minuman lingzhi juga unik, hampir gada di tempat lain",baik
@sonia_zoraivie masyaallah semoga lancar ya kak,baik
Dijamin sehat dan segar,baik
Hidroponik koq organik...darimana organiknya,baik
Unggg @uung__,buruk
Deket rmh tapi baru taauuu😢,baik
unik nih mb bisa jd rekomen besok ke solo @eyinandersson,baik
"Rasa sayurnya fresh banget dan ga pait, mungkin karna hidroponik kali ya, suka banget sama salad dressingnya❤️",baik
"Omahku Baki juga, lg ngerti di sini.",baik
@liaaya_kurnia,baik
Yoh mrene @betamula,baik
@dianitakartikasari,buruk
Mau nyoba ??,baik
Nama warung nya apa ya,baik
@thaa.dn,buruk
@mahdiniprabas cek cek salad e,baik
@aoishiro19 ayookk kita mam yg sehat sehat qaqa...,baik
@devifatmawati95,buruk
@ozhaizza besok mo take away ini aja g buat satnite? 😁,buruk
"Serius abis coba kesana,enak poll..sliced bbq chicken salad& bumbu saladnya MANTAB,ayam grnya jg enakk ada bumbu kalasannya (serabut2nya yummy)😍",baik
Berapaan,baik
Ada wa nya gk ya,baik
@bidanfitrihandayani,buruk
Pak @d.yulianto23,buruk
@charitakristi,baik
Udah pernah k situ..tp belum coba 🥗,buruk
@bagusparmantio,buruk
Panggilan kepada saudari @faridatrisna mohon segera merapat...,buruk
@queen16king @ariiiyanii_arry ayooo cuzzz 😂,buruk
Lah samping desa pas... Gatau ini dimana 🤣🤣,buruk
@cnulchotima,buruk
@khairina_irin @ervina_quds,baik
😍,baik
@tato_onar iki etan omahmu mz?😂,buruk
@eny_mamazahra.hamudi @athendrayne @widhia.n,baik
@isnayyyni_ jemput ning nogosari gas rene na🤣,baik
Ayo yus @yusniiiaaa,buruk
@arsa.dewa,buruk
Pengennn @yusi.destiana89,buruk
Ownernya jg ramah bgt.. suka ngajak ngobrol pengunjung.. dan kalau pas bapaknya ada bsa konsul kesehatan jg 😄,baik
yg lagi doyan dolan nang baki 😍,baik
@azis.s_08,buruk
Olayooo siap eksekusi,baik
Buka jam brp ya?,baik
Asli enak....seladanya fresh❤️,baik
@andi_pepz yuuukkkk🤤🤤🤤,buruk
@erlangeza,buruk
@raka.dhh_,buruk
@intania_gita,buruk
Lagi ngerti kudu enek resto,baik
deket rumahkuu 😍,baik
Cedak omahmu mbak @rya_ulala,buruk
@erinda_eka_s nunggu koe ae,buruk
@febtiana1402,buruk
".
.
.
.
.
#solokenyang #sobatsoken #tiktokindonesia #tiktokindo #solo #surakarta #exploresolo #kulinersolo #kulinerdisolo #lokersolo #foodporn #instafood #foodphotography #foodgasm #foodies #foodgramers",baik
Salad daerah nusukan-banyuanyar ada gak ya??? Pingin tp itu jauh,buruk
@tofanbramasto7 😂,buruk
@dewi_anggraheni kapan😂😂😂😂,buruk
@toyotasoloku,buruk
Markicob @thomas_agus_wijaya,baik
Reganr,buruk
@nickachuan senenganmu😂,baik
Kpn dparani,baik
@zulkarnaenlimpoeng gur ng kudu yah,baik
So yummy...perlu dicoba niih,baik
Wah mantep pas kebetulan lagi nyari salad. Makasih,baik
@ockyjendhox86,buruk
@praffecka @wilian.an,baik
@yusniiiaaa,buruk
Wow..gasskuen 😋🇲🇨👏,baik
Yuukkk @eny_mamazahra.hamudi,baik
Kita harus kesini bunda @nieke.ratriana 😂😂,buruk
@natalia_soehodo,baik
@dapidkokep_ perlu di cobaa,buruk
@novia_ardni @be.viy_ gas jjan 🙌😂,buruk
Daerah mu Iki @veronnsandra 😂,baik
Ayam kremes mbak jojo tetap dihati,baik
Enak iki recomended saladè,baik
Wah Mantap Ini.. Bila Melintas Kami Akan Mampir Sambang Dulur Bakul 😍😍,baik
Kyo e wuenakk ki mlaku tekan perlu di coba @ardhie_uuzt @kapan_goyang @indahdw186,buruk
@blood.jefz,buruk
Pie mbak @insanirisqinur ?? Cobain gih.. dkt bgt sm tmpat mu..,buruk
Cek menu dan harga,baik
"Enak, top. Salad dan wedangannya macem macem enak enak. Ayam gepreknya milih yg sambel matah, enak poool. Rice bowl katsu juga enak. Disini nasinya pulen enak, mirip H*kben menurut kami.",baik
"SEBELAS RASA
0819-1402-9191 https://g.co/kgs/skqo5T",buruk
@satrio.budidarma,baik
❤️,baik
@andi_pepz,buruk
Kami buka mulai besok ya...tgl 27 April 2023 😍,baik
@zhunee gass?,buruk
dekert rumh bgt,baik
dekert rumh bgt,baik
@ervin_rifa,buruk
@tyasprihandika,buruk
@eny_mamazahra.hamudi @widhia.n @sierra.syukriyya ngendi kih ya,buruk
Terima kasih atas rekomendasinya,baik
Genah nganggo iphone iki.. Kirimi file e ris,buruk
@vitaserenade,buruk
"Hai ka, salam kenal
Jika berkenan F O L O W
Admin @dhimastriyanto_iwk ya.
Salam sukses slalu",baik
