Comment,Positive,Neutral,Negative,Sentiment,post_username
#surakarta #solo #karanganyar #sragen #boyolali #wonogiri #klaten #sukoharjo #soloraya #kulinersolo #solokuliner #kulinersoloraya #visitsolo #wisatasolo #infokulinersolo #jajanansolo #jelajahsolo #agendasolo #exploresolo #kotasolo,0.998920202255249,0.0004689452180173,0.0006108293891884,positive,infomakansolo
Enakkkk..... Aku bawa keluargaku ke sana pas puasa kemarin. Pada suka. 😍 Ada tempat main anak-anak juga. Ponakanku nggak bosan jadinya,0.9996241331100464,9.969944221666084e-05,0.0002761003270279,positive,pusparisti
@linapermata1702 betul bgt kaa....bisa jadi langganan nih..,0.9908182621002196,0.0066719567403197,0.002509803045541,positive,pusparisti
Memang enak makanan.nya 🙌 homy tempat.nya🙌,0.9997907280921936,7.270447531482205e-05,0.0001366053911624,positive,pusparisti
@ajikkunawan betul bgt ka....cocok bgt untuk tempat makan keluarga,0.9997336268424988,0.0001146815629908,0.0001517307537142,positive,pusparisti
Slice salad is de best ...worth bgt.🔥🔥,0.9997043013572692,0.0001471566502004,0.0001485091052018,positive,pusparisti
😍,0.9993459582328796,0.0001032847867463,0.000550735858269,positive,pusparisti
Selain enak porsinya jg pas 👍,0.9997653365135192,7.714219100307673e-05,0.0001575791102368,positive,pusparisti
@nining__18 utk hrg menu gmn sis...👏,0.000254528800724,0.9996155500411988,0.0001298635470448,neutral,pusparisti
@yohanatririyani Standar sus...,0.0001324957265751,0.9996554851531982,0.000212026425288,neutral,pusparisti
@nining__18 oke trmksih sis tuk infonya👏,0.0032999208196997,0.996432900428772,0.0002671021211426,neutral,pusparisti
Tempat makan recommended 5 menit dr rmh..enak & tempatnya nyaman,0.9998356103897096,6.453391688410193e-05,9.99132971628569e-05,positive,pusparisti
"Pernah Ke Sana, Rekomended Enak Kbeh Menu'ne 👌👌👌",0.9996838569641112,0.0001457108010072,0.0001703936577541,positive,pusparisti
Dimana ini min,0.0088639045134186,0.2290265411138534,0.7621095180511475,negative,pusparisti
Alamat gk ada,0.9605090618133544,0.0089306281879544,0.030560253188014,positive,pusparisti
"@titikpur0 RT.02/RW.02, Kudu, Kec. Baki, Kabupaten Sukoharjo, Jawa Tengah 57556 ini kaa...bisa juga cek gmap ""Sebelas Rasa""",0.0016288935439661,0.991588294506073,0.0067827827297151,neutral,pusparisti
@rinimulyani5 @suprihatin6752,0.0001552694156998,0.999716579914093,0.0001280674041481,neutral,pusparisti
@rias_sekarasih gas yok🤭siap inpo2,0.000258272368228,0.9995135068893432,0.0002281215856783,neutral,pusparisti
@rinimulyani5 😍,0.0026382694486528,0.989778220653534,0.0075834733434021,neutral,pusparisti
@_rollarolla,0.9884774088859558,0.006646073423326,0.0048765675164759,positive,widyoagung
❤️ dapet kaka aku akan lebih baik lagi🥰,0.9992074370384216,0.0001806945801945,0.0006119442405179,positive,heny_mitsubishi_solo
Ayok ini yg di cari @yahyaadityarasya,0.0002960589772555,0.0001973664475372,0.9995065927505492,negative,claraanandias
"@brayenmanuel_ mari kak, ditunggu kedatangannya",0.0004947606939822,0.9981891512870787,0.0013161263195797,neutral,claraanandias
@brayenmanuel_ ayukk gass kak😍,0.4370775818824768,0.5522031188011169,0.010719277895987,neutral,claraanandias
Ngilerrr banget ini enak semua 😍,0.9786059260368348,0.0003851138171739,0.0210089497268199,positive,claraanandias
"@jogjaestetikasik seger2 kak sayurnya, baru kali ini ak jadi doyan sayur😍",0.9993605017662048,0.0002771575527731,0.0003624618111643,positive,claraanandias
Pingin tapi harus ke solo 😛,0.0008829866419546,0.000280510779703,0.9988365769386292,negative,claraanandias
@elisabethkusdaryanti gass dah 😍😍😍,0.988736927509308,0.0019356625853106,0.0093275010585784,positive,claraanandias
Apa iya,0.0013902428327128,0.0003398220578674,0.9982699155807496,negative,mardani112
Wah kita jadi tetangga desa ki mas saiki😂,0.4177781641483307,0.467664361000061,0.1145574003458023,neutral,mardani112
@theodoradian_,0.0004102899110876,0.999354898929596,0.0002348207199247,neutral,ayuyulia407
ahhh teriakkk buat solooo pengen kesana buat kulineran 😍,0.0062333107925951,0.0003701991518028,0.993396520614624,negative,ayuyulia407
Bikin ngiler ih,0.7272728681564331,0.0014745803782716,0.2712525725364685,positive,ayuyulia407
Bikin laper nih,0.0005231129471212,0.0001388872915413,0.9993379712104796,negative,ayuyulia407
Keren banget halaman rumah di sulap jdi resto 😍,0.999381184577942,0.0002577569102868,0.0003610053681768,positive,ayuyulia407
Mau coba jugaa nihh😍kesana bareng keluarga,0.9991899132728576,0.0002288088871864,0.0005812910385429,positive,ayuyulia407
Duh mau kesanaa🙌,0.991762399673462,0.0003072601393796,0.0079302862286567,positive,ayuyulia407
Enak banget lengkap😍,0.9893653392791748,0.0003191304858773,0.0103154862299561,positive,ayuyulia407
Aaaa mau bangettt,0.8558244109153748,0.0007881456403993,0.143387421965599,positive,ayuyulia407
Wenak-enak pol menunya ya kak😍,0.9996510744094848,0.0001015538437059,0.0002473600616212,positive,ayuyulia407
Sumpah sehat sehat banget ini makanannya,0.999160885810852,0.0001032858417602,0.0007358434959314,positive,ayuyulia407
Ngiler banget makannnya😍,0.0064122392795979,0.0001867963437689,0.9934009909629822,negative,ayuyulia407
Semuanya enak2 yah bikin ngilerr,0.9994627833366394,0.0001350525417365,0.0004021655186079,positive,ayuyulia407
Mau bgt ahh bikin ngilerr😍,0.9992953538894652,0.0001173501441371,0.0005872635520063,positive,ayuyulia407
Wah kalap aku liat enak,0.9948004484176636,0.0007456197636201,0.0044539258815348,positive,ayuyulia407
Aduh ngilerr bngettt😍,0.0793865025043487,0.0009228872368112,0.9196905493736268,negative,ayuyulia407
wajib mampir kesini ini sih 😍,0.0014109502080827,0.0001424484798917,0.9984466433525084,negative,ayuyulia407
aa ngiler bgttt makanannyaa😍,0.7429019212722778,0.0011383728124201,0.255959689617157,positive,ayuyulia407
😍😍enak banget nih,0.9997357726097108,6.970333197386935e-05,0.0001945452677318,positive,ayuyulia407
kalo ke solo harus mampir sini sihh😍,0.9994696974754332,0.0001314038672717,0.0003989560354966,positive,ayuyulia407
Wah masuk list kalo ke solo,0.9563331007957458,0.0298290736973285,0.0138378236442804,positive,ayuyulia407
Enak bgt semua menu2 ini 😍🙌,0.1781723946332931,0.0007697175024077,0.8210578560829163,negative,ayuyulia407
salad nyo banyak anet,0.0002715146983973,0.0001544252299936,0.9995740056037904,negative,ayuyulia407
mau kesolo bgtt😍,0.0007515840698033,0.0001178373131551,0.9991305470466614,negative,ayuyulia407
Menunyaaa menggoda bgttt😍,0.9967834949493408,0.0001842630736064,0.0030321767553687,positive,ayuyulia407
duhhh beb bikin ngiler ih😢,0.3615175485610962,0.0034263341221958,0.6350560784339905,negative,ayuyulia407
Yaampun mau ke solo makkk😍,0.9965409636497498,0.0001754342665662,0.0032835130114108,positive,ayuyulia407
Jdi ngiler ih😢,0.0054688891395926,0.0006549502722918,0.9938761591911316,negative,ayuyulia407
Wiii mau bgt❤,0.996819257736206,0.0002969290071632,0.0028838226571679,positive,ayuyulia407
Maw maw maww 😍😍😍,0.99919193983078,0.000161222560564,0.0006467705825343,positive,ayuyulia407
enak nih ya😍,0.998791515827179,0.0002390628360444,0.000969415763393,positive,ayuyulia407
Wahh mau bgt ❤️,0.9995217323303224,7.956814079079777e-05,0.0003986409574281,positive,ayuyulia407
Saved dulu yhaa ini,0.0014810534194111,0.0015512597747147,0.9969677329063416,negative,ayuyulia407
Lagi laper jadi ngiler mom😂,0.1146540492773056,0.0046706250868737,0.8806753754615784,negative,ayuyulia407
Aaaa mau bgt ❤,0.9990214109420776,0.0001365659118164,0.0008420384838245,positive,ayuyulia407
Sambel mata ny ena bgt,0.9991288781166076,0.0002343108790228,0.0006368355243466,positive,ayuyulia407
"Wih salad nya menggoda😍😍 ,tp kejauahan atuhh,ntr mau coba bikin ah😍",0.9993581175804138,0.0001447744871256,0.000497082946822,positive,ayuyulia407
Wahh ini enak n sehat,0.9997181296348572,8.174039976438507e-05,0.0002001035463763,positive,ayuyulia407
Semuanya bikin ngilerrr 😢,0.5770083069801331,0.0023166718892753,0.4206750094890594,positive,ayuyulia407
Duhhh jadi ngileeerr nih🤤🤤🤤,0.9395566582679749,0.0007072392036207,0.0597361512482166,positive,ayuyulia407
Mau banget kak,0.9995094537734984,9.49424211285077e-05,0.0003956142172683,positive,ayuyulia407
Sambel matahnya behhh menggoda bgt,0.9438832998275756,0.0010007210075855,0.0551159977912902,positive,ayuyulia407
"@yunika.fedianti mari kak, sambal matah kami seger banget loh, favorit para sobat rasa 😍",0.890994131565094,0.0708273500204086,0.0381786152720451,positive,ayuyulia407
Wahh jd ngilerr nglihat menunyaa😍,0.9987478256225586,0.0003434294194448,0.0009086259524337,positive,ayuyulia407
Bikin ngilerr pol ini mah😍🔥,0.0149914762005209,0.0005402461392804,0.9844682812690736,negative,ayuyulia407
Wah ini klo kesini aku bs pesen semua nih😍,0.9874274730682372,0.0025708421599119,0.0100016938522458,positive,ayuyulia407
Ngiler bgt pengen 😭,0.0009768875315785,0.0001131036042352,0.9989100694656372,negative,ayuyulia407
Sumpehh ngiler banget liat nya😍🤤,0.9790719151496888,0.0011475813807919,0.0197805631905794,positive,ayuyulia407
Saladnya menggoda bgt😍,0.7493587136268616,0.0016537256306037,0.24898761510849,positive,ayuyulia407
Aa ngiler bangettt toloong😍,0.9895716905593872,0.0003811745264101,0.0100471386685967,positive,ayuyulia407
Enak semua ini sih😍,0.0009884661994874,8.162705489667132e-05,0.9989299178123474,negative,ayuyulia407
Menunya nampol banget sih ini😍,0.001148096518591,9.319259697804227e-05,0.9987586736679076,negative,ayuyulia407
Salad nya menggoda bngt😍,0.9931185245513916,0.0007107261335477,0.0061707659624516,positive,ayuyulia407
Pengen saladnyaa keliatan seger enak bgt dimakan,0.9996837377548218,0.0001001706841634,0.0002161129523301,positive,ayuyulia407
otw coba jg si😍,0.0111364144831895,0.9281408786773682,0.0607226230204105,neutral,ayuyulia407
Mgilerrr gak kuat mau beli langsung😍,0.0002368827699683,9.203044464811684e-05,0.9996711015701294,negative,ayuyulia407
Nyaman poll sih ini😍,0.9818159341812134,0.0012585580116137,0.0169255547225475,positive,ayuyulia407
Jadi ngiler sama makanannya😍,0.9995239973068236,0.0001153101984527,0.0003606825193855,positive,ayuyulia407
Nanti kalo ke solo mau mampir 😍,0.4957486093044281,0.436006486415863,0.0682448223233223,positive,ayuyulia407
Kak ini kenapa enak enak semua yaa 🤤,0.999292492866516,0.0001087848067982,0.0005987078184261,positive,ayuyulia407
Boleh dicoba ni enak yahh💕,0.999560296535492,0.0001686597825028,0.0002711114939302,positive,ayuyulia407
Savee biar cobain kalo ke solo🩷🩷🩷,0.3057393431663513,0.6931180953979492,0.0011425912380218,neutral,ayuyulia407
Huaaa jd laper aku liat video ini wkwkw,0.0003985148796346,0.000108436201117,0.9994930028915404,negative,ayuyulia407
Healthy bgt jd ga feeling guilty 😍,0.0017035140190273,0.0001611123007023,0.9981353282928468,negative,ayuyulia407
Waaa andai ada di balikpapan 😍,0.9983482360839844,0.0003023673198185,0.0013494110899046,positive,ayuyulia407
Lngkap bngtt menunyaa ya,0.0436980426311492,0.9438894391059875,0.0124124465510249,neutral,ayuyulia407
Ada cabang di Tangerang gk kak?,0.0005880181561224,0.9958937168121338,0.0035182810388505,neutral,ayuyulia407
kalo ke solo wajib si visit mampir sni 😍,0.4305563867092132,0.5683656930923462,0.0010778985451906,neutral,ayuyulia407
Save ah .. nanti ke solo mampir melipir 😍,0.9952226281166076,0.0020309491083025,0.0027463871520012,positive,ayuyulia407
"Ngilerrrrr, klo main kesana harus mampir deh kayanya iniii",0.0251135062426328,0.0011484553106129,0.9737380146980286,negative,ayuyulia407
nyaman banget sih tempat nya kayak di rumah sendiri,0.9993941783905028,0.0001643094728933,0.0004414780414663,positive,ayuyulia407
Wah banyak banget macam makanannya😍,0.9997231364250184,8.071765478234738e-05,0.0001961241796379,positive,ayuyulia407
Wah.. Lezat semua it mom.. Mau icip de,0.9996577501296996,9.666641562944278e-05,0.0002456545189488,positive,ayuyulia407
Aduh jadi ngiler mom 😍😍😍,0.938767671585083,0.0024759720545262,0.0587564073503017,positive,ayuyulia407
Makan enak plus sehat😍,0.9997888207435608,6.035137994331308e-05,0.0001508356508566,positive,ayuyulia407
Menunya enak semua kak bikin ngiker,0.9996658563613892,9.22614271985367e-05,0.0002419349330011,positive,ayuyulia407
Ngiler bgt liat ayam sambal matahnya😍,0.0005526171298697,0.0001373871637042,0.99931001663208,negative,ayuyulia407
Bukan tempat untuk diet ya ini,0.0002166797057725,0.0001079704306903,0.9996753931045532,negative,ayuyulia407
"@nurulizma28 bisa kak, kita ada menu basic salad menggunakan telur omega 3",0.000225086332648,0.999509334564209,0.0002655624994076,neutral,ayuyulia407
Auto kalap ya kak liat menunya bnyak dan pasti enak,0.9996891021728516,0.0001206801898661,0.0001901845826068,positive,ayuyulia407
Wah enak bgt inii jd ngilerrr😍,0.9996668100357056,6.161276542115957e-05,0.0002715370501391,positive,ayuyulia407
Kalau aku ke Solo wajib ke sini siih 😍,0.981862723827362,0.0003719573724083,0.0177652537822723,positive,ayuyulia407
Duh enak.enak banget 🤤,0.9996066689491272,5.938325557508506e-05,0.0003340271650813,positive,ayuyulia407
makanannya enak enak bgt😍,0.9996942281723022,9.39689198276028e-05,0.0002118189877364,positive,ayuyulia407
Wajib ke sini pas lewat solo😍,0.999344527721405,0.0001382388436468,0.0005172694800421,positive,ayuyulia407
Ntar mampir ah kalo ke solo 😍,0.9912705421447754,0.0016159538645297,0.0071135032922029,positive,ayuyulia407
ngileeeeer. pengen banget kesini,0.7967774271965027,0.0010626681614667,0.2021598815917968,positive,ayuyulia407
Bikin giler mih😢,0.0008676077704876,9.659181523602456e-05,0.9990358352661132,negative,ayuyulia407
Duhhh save dlu ah,0.0033283252269029,0.0003930790699087,0.9962785840034484,negative,ayuyulia407
Wahh banyak banget menu nya ya,0.998696267604828,0.000281377142528,0.0010223868303,positive,ayuyulia407
Duh ngiler banget deh beb,0.9965408444404602,0.0002555237151682,0.0032035813201218,positive,ayuyulia407
wah pas banget mau liburan ke solo😍,0.9997321963310242,7.885855302447453e-05,0.0001888841070467,positive,ayuyulia407
Enak enak banget inii,0.997603714466095,0.0001763214968377,0.0022199107334017,positive,ayuyulia407
penasaran bgd sama rasanya,0.9988829493522644,0.0002127043553628,0.0009043370955623,positive,ayuyulia407
Wah klo pulkan wajib kesini aku😍,0.9930568933486938,0.0006347658345475,0.0063083595596253,positive,ayuyulia407
"Wahhh ngiler, klo ke solo mau coba ini 😍",0.973437249660492,0.0021004488226026,0.0244623199105262,positive,ayuyulia407
Ngileeer tp jauh kali😢,0.0128589421510696,0.0007498677587136,0.9863911867141724,negative,ayuyulia407
Wah lengkap banget; klo ke solo kudu ke sini ❤,0.999624252319336,8.975805394584313e-05,0.0002859728701878,positive,ayuyulia407
Ngeliat ini jd kangen solo,0.9951254725456238,0.0017980657285079,0.0030764490365982,positive,ayuyulia407
lengkap banget ya kak varian saladnya😍,0.9997598528862,7.689945050515234e-05,0.0001632180501474,positive,ayuyulia407
❤️cek dm kak,0.0002831334713846,0.9995477795600892,0.0001690306089585,neutral,ayuyulia407
@agentelursolo tidak ada dm dr kaka 😁,0.00030113523826,0.0015290962764993,0.9981697797775269,negative,ayuyulia407
Enakk ini Mimin mauh,0.0003291732573416,9.191143908537924e-05,0.999578893184662,negative,ayuyulia407
Ngiler bgt ihhh😍🔥,0.1423854678869247,0.0005931210471317,0.8570214509963989,negative,ayuyulia407
Kak @hannaqueen46 pengin iki,0.0014643338508903,0.9982495903968812,0.000286123715341,neutral,ayuyulia407
@lovely_lia_1991 kapan.???,0.0006686411215923,0.0027372380718588,0.9965941309928894,negative,ayuyulia407
"@lovely_lia_1991 @hannaqueen46 mari kak, kami tunggu kedatangannya 🙌",0.0030029853805899,0.9959836006164552,0.0010135119082406,neutral,ayuyulia407
Jauh gak sih dari stasiun Solo balapan ka mau kalau kesini 😍,0.7897909283638,0.0024760318920016,0.2077329754829406,positive,ayuyulia407
jadii pengenn 🔥,0.0323587954044342,0.0029968935996294,0.9646443724632264,negative,ayuyulia407
Mau dong 😍,0.3350878357887268,0.0009053088724613,0.6640068888664246,negative,ayuyulia407
Puas bgt makan ksini ya 😍,0.999243140220642,0.0001319637376582,0.0006248701247386,positive,ayuyulia407
Nnti kapan2 makan ini mau,0.0005038946983404,0.0008487785235047,0.998647391796112,negative,ayuyulia407
Udah sampe solo ajaa nih mama Hana 😍,0.0038517923094332,0.0013717710971832,0.9947763681411744,negative,ayuyulia407
@maenyoel 😁,0.0368215329945087,0.0009821666171774,0.9621962904930116,negative,tasyadinikafajar2
"Luas juga tempatnya,bersih",0.9954928159713744,0.0005457782535813,0.0039614094421267,positive,tasyadinikafajar2
kece banget nihh weii,0.0003752510237973,7.393272244371474e-05,0.999550759792328,negative,tasyadinikafajar2
Nyaman banget ya cafenya,0.9997122883796692,9.822982974583284e-05,0.0001895378663903,positive,tasyadinikafajar2
Waa nyaman bgt ni cafe nyaaa,0.9996801614761353,6.938264414202422e-05,0.0002505331940483,positive,tasyadinikafajar2
Kaya dirumah vibeny,0.865588366985321,0.1249517723917961,0.0094599472358822,positive,tasyadinikafajar2
harga menunyaa murce ga nih beb? 😍,0.011616451665759,0.0071744658052921,0.9812090992927552,negative,tasyadinikafajar2
Waah save dulu ah,0.018515471369028,0.7584027051925659,0.2230817824602127,neutral,tasyadinikafajar2
Bagus cafenya,0.999693751335144,0.0001334450498688,0.0001728594506857,positive,tasyadinikafajar2
Andalan banget ini kak😍,0.0037093618884682,0.000134350528242,0.9961562752723694,negative,tasyadinikafajar2
nyaman banget buat nongki 😍,0.9981374740600586,0.0004277122498024,0.00143474037759,positive,tasyadinikafajar2
Jadi betah nongki disitu,0.9993496537208556,0.0001419630716554,0.0005083708674646,positive,tasyadinikafajar2
Spill harga kak,0.0179201625287532,0.9616060853004456,0.0204737838357687,neutral,tasyadinikafajar2
"Pas liat lokasi nya ""solo"" nangis bgtt ternyata jauh bgt, kesitu hrs sambil nginep wkwk",0.0122690685093402,0.000400795484893,0.987330198287964,negative,tasyadinikafajar2
Nyaman banget tempatnya 😍,0.9995530247688292,8.408413850702345e-05,0.0003628403355833,positive,tasyadinikafajar2
".
.
.

#Day1낮324
#мαяєтpēຖนhƈʊǟռ",0.5526195168495178,0.4405798017978668,0.0068007204681634,positive,tasyadinikafajar2
Pindah ke kalsel gih restonya😢,0.9997294545173644,6.719178782077506e-05,0.0002033710334217,positive,tasyadinikafajar2
".
.
.
.
.
.
.
#𝕃𝕚𝕘𝕙𝕥𝕤𝕆𝕦𝕥장𝕞𝕠𝕧𝕚𝕖레𝕒𝕩𝕝
#hellomarchbekindyz",0.9993952512741088,0.0001774519623722,0.0004273829981684,positive,tasyadinikafajar2
Save dulu sih ini,0.0019515902968123,0.1050379648804664,0.8930104374885559,negative,tasyadinikafajar2
Menunya bikin laper banget🔥,0.0325517989695072,0.0004554432816803,0.966992735862732,negative,tasyadinikafajar2
Save dulu ah 😍,0.6728382110595703,0.1948909312486648,0.1322708576917648,positive,tasyadinikafajar2
Aaa sayang banget jauh Dari tempat ku 😢,0.9985663294792176,0.0002172769018216,0.0012164562940597,positive,tasyadinikafajar2
Tmptnya nyaman yah kak🙌🏻,0.9997445940971376,9.486590715823696e-05,0.0001605071593075,positive,tasyadinikafajar2
Wahhh asli homeyy bgt,0.9973489046096802,0.0001973189937416,0.0024536943528801,positive,tasyadinikafajar2
Huwa jadi mau kesini,0.0667658299207687,0.0306612569838762,0.9025728702545166,negative,tasyadinikafajar2
wah baru tauu malah😍,0.0907035246491432,0.0015431707724928,0.90775328874588,negative,tasyadinikafajar2
Asli homey bgt ni❤,0.0038778469897806,0.0003197166661266,0.9958024621009828,negative,tasyadinikafajar2
Enak bgt ni kalo bawa bocil,0.0002624463522806,0.0001833354035625,0.9995542168617249,negative,tasyadinikafajar2
Jadi pengen ke sana 😍,0.9989927411079408,0.0001446291134925,0.0008627395727671,positive,tasyadinikafajar2
sekilas dr luar biasa aja tp cakep juga ni😍,0.9996763467788696,0.0001176472796942,0.0002061014529317,positive,tasyadinikafajar2
Nyaman bgt ya,0.9994090795516968,0.000112199842988,0.000478694884805,positive,tasyadinikafajar2
Homey banget ini😍,0.0682475939393043,0.0003838924749288,0.9313685297966005,negative,tasyadinikafajar2
Wah mau main ke Solo 😍,0.9983394145965576,0.0001905619283206,0.0014699822058901,positive,tasyadinikafajar2
Bisa buat foto2 nih 😍,0.4034160673618316,0.5894128680229187,0.0071710846386849,neutral,tasyadinikafajar2
Penasan ni mau kesini belim kesampean,0.0015787887386977,0.0444645434617996,0.9539566040039062,negative,tasyadinikafajar2
semua makanannya menggoda euy,0.999750792980194,8.022611291380599e-05,0.0001690462231636,positive,tasyadinikafajar2
Mau juga dong cobain kesini,0.7874652147293091,0.102327361702919,0.1102073937654495,positive,tasyadinikafajar2
next kalo ke solo kesini,0.8034036755561829,0.0206328760832548,0.1759634464979171,positive,tasyadinikafajar2
enak buat nongki ya😍,0.9994656443595886,0.000186438075616,0.0003479337028693,positive,tasyadinikafajar2
akuuu solo jugaaa tp baru tau lohhh ada tempat ini,0.9741910099983216,0.0035504079423844,0.0222585797309875,positive,tasyadinikafajar2
cozy bgt jd mager plg😍,0.999733030796051,7.664019358344376e-05,0.0001903689844766,positive,tasyadinikafajar2
aaaa murce2 yah😍,0.9995619654655457,8.669721137266606e-05,0.0003512862022034,positive,tasyadinikafajar2
Hommyy bgt ya kak 😍,0.9987035989761353,0.0001876723981695,0.0011087030870839,positive,tasyadinikafajar2
Kalo ke solo aku mau kesini ah,0.9623705744743348,0.010441493242979,0.0271879341453313,positive,tasyadinikafajar2
Save dulu ah ini,0.010343519039452,0.4614503085613251,0.5282062292098999,negative,tasyadinikafajar2
Waahh boleh lah dicoba 😍,0.999067723751068,0.0002506922173779,0.0006816220702603,positive,tasyadinikafajar2
Homey banget tempat nya 😍,0.011591225862503,0.000304858200252,0.9881039261817932,negative,tasyadinikafajar2
"@dedeksusanto berasa di kampung halaman ya kak, yuk mampir kesini 😍",0.8001900911331177,0.1790440082550048,0.020765958353877,positive,tasyadinikafajar2
Saladnya enaak,0.0002520470297895,0.003979526925832,0.995768427848816,negative,adms.mrf
@jurnal_jajan_jojo semoga bisa jadi langganan terus ya kak 🙌,0.0264605861157178,0.9713364243507384,0.0022029851097613,neutral,adms.mrf
Menarik sebagai pecinta salad aku mesti mampir nih😍,0.9996449947357178,0.0001483329979237,0.0002065861481241,positive,devasarii
"@angieflourina wajib dong kak, kami tunggu ya😍",0.3433153927326202,0.5598366856575012,0.0968479141592979,neutral,devasarii
Waahh menarik nih 😍,0.9996168613433838,8.72373566380702e-05,0.0002958963159471,positive,devasarii
Pengen bgt mampir,0.9996039271354676,0.0001077802226063,0.0002883377310354,positive,devasarii
Kyknya aku yg gasuka salad bakal suka sih😍,0.9997007846832277,0.0001063277013599,0.0001929610443767,positive,devasarii
@balejourney wajib banget nyobain kak kalo di solo 😠,0.1600087434053421,0.8373093605041504,0.0026819091290235,neutral,devasarii
@sebelasrasa siap noted dulu min buat kalo trip ke solo nanti,0.0004623738059308,0.997661828994751,0.0018757454818114,neutral,devasarii
😍😍Banyak bgt varian menu saladnya,0.9997856020927428,7.217272650450468e-05,0.0001421683846274,positive,devasarii
Definisi makan salad yg nikmat dan nyaman ini 😍❤,0.9993135929107666,0.0003102699702139,0.0003760776016861,positive,devasarii
Baru kali ini penasaran sm makanan sehat😆,0.4742778539657593,0.0125335557386279,0.5131885409355164,negative,devasarii
"sukaaa bgt salad, ngiler deh liatnya😍",0.9995014667510986,9.920022421283647e-05,0.0003993078425992,positive,devasarii
Enak nih kak😍😍soon mau cobain,0.999606430530548,8.173953392542899e-05,0.0003118702152278,positive,devasarii
Next list kalo main kesana😍,0.9350014925003052,0.0518840104341506,0.0131144700571894,positive,devasarii
Haduu yg sehat2 tp enak begini menggoda 😍,0.9984133243560792,0.0002197163848904,0.0013669850304722,positive,devasarii
Enak nih nyummy 🤤👌,0.7866958379745483,0.0020209259819239,0.2112832069396972,positive,devasarii
Ngilerrr😫,0.0012134928256273,0.0001292608503717,0.9986572265625,negative,devasarii
Weeehh dimana ini dev?,0.0003995737060904,0.0001523784158052,0.9994480013847352,negative,devasarii
Enak bnget 🤩,0.1902913004159927,0.001318234601058,0.8083904385566711,negative,devasarii
Aku ga suka sayurann tp pen cobain 😢,0.0053836517035961,0.0008829562575556,0.9937333464622498,negative,devasarii
mam sehat 😍,0.9996681213378906,0.0001034149754559,0.0002284368529217,positive,devasarii
So look yummy 😍😍,0.9989455342292786,0.0001451910939067,0.0009092696127481,positive,devasarii
Enak nihhh🔥,0.941062867641449,0.0004442775680217,0.0584929324686527,positive,devasarii
Enak2 banget keliatannya😍,0.0007887470419518,6.828510959167033e-05,0.9991430044174194,negative,devasarii
🤩🤩🤩🙌,0.9996345043182372,0.0001144638081314,0.0002509741752874,positive,dahliasp
"Menunya komplit, pelayanan cepat & ramah” 👏",0.9996565580368042,0.0001352929830318,0.0002082064456772,positive,dahliasp
Menunya variatif dan banyak pilihan salad sayurnya fresh juga... Kemarin saya makan bebek gorengnya gak alot sama sekali karena proses diungkep👍,0.9997758269309998,9.023232269100844e-05,0.0001339624868705,positive,dahliasp
@erma_agus.kristiana,0.0043479884043335,0.9935077428817748,0.0021442673169076,neutral,masjajankuliner
@ixcha_gaozhan @queenbella9522 yen ika dijak rene..cocokkkk ikihhhh,0.9997050166130066,0.0001257288822671,0.000169245438883,positive,masjajankuliner
Enak kayake ini min,0.0001934707543114,6.935127021279186e-05,0.9997372031211852,negative,masjajankuliner
Enak.......11/10,0.0001959196379175,0.0001192176641779,0.9996849298477172,negative,ailsaluthfiana
Dressing saladnya endull....bebeknya juga juicy...,0.9997164607048036,8.068340684985742e-05,0.0002028748131124,positive,ailsaluthfiana
Dekettt rumah tp blm pernah ksanaaa...puengen eram,0.009888706728816,0.8078940510749817,0.1822173148393631,neutral,ailsaluthfiana
Bisa Qris/debit gak kak?,0.0018827508902177,0.7978747487068176,0.2002423852682113,neutral,ailsaluthfiana
enaakkkkkkk,0.0078644473105669,0.0002031570184044,0.991932451725006,negative,ailsaluthfiana
maaauuuuuu,0.9994340538978576,0.0001292405650019,0.000436655129306,positive,ailsaluthfiana
Karo kelurahan kudu itu kmn ya miin infonya doong miin,0.0008860130328685,0.9946221113204956,0.0044918367639184,neutral,solodelicious
@potterindra,0.7098632454872131,0.2885747253894806,0.0015620163176208,positive,solodelicious
"Fav ku, melon yakult..",0.8159224987030029,0.126469537615776,0.0576079599559307,positive,solodelicious
@doa_reztu nggone tonggomu mas,0.0146892787888646,0.0034551918506622,0.9818555116653442,negative,solodelicious
@s_aji_s cedak omah mu to ? Jak aku rene lah,0.0058831572532653,0.0013458610046654,0.9927709698677064,negative,solodelicious
5 menit,0.6129361391067505,0.0319882743060588,0.3550755381584167,positive,solodelicious
Bunda @nieke.ratriana cedak omah yo?😍😍,0.9971952438354492,0.00065203855047,0.0021527556236833,positive,solodelicious
@aaneviliaferiantoro gaske kak,0.0004028519906569,0.9994783997535706,0.0001188446840387,neutral,solodelicious
@abuakhtarsyah,0.0005681636394001,0.9992769360542296,0.0001548420405015,neutral,solodelicious
mas @cahyo_t_haryono solo mampir mrene,0.0003523233754094,0.999409794807434,0.0002379634679527,neutral,solodelicious
Oseng telurnya ngga ramah..,0.0003788984613493,0.0002148683706764,0.9994062185287476,negative,solodelicious
Sedesa tp ko ndak tau yaa 😢 @banyutrimulyo,0.0001528649299871,0.000856060127262,0.998991072177887,negative,solodelicious
